doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,N_found,test_p_value_found,effectsize_measure_found,effectsize_value_found,CI_upper_found,CI_lower_found,CI_type_found
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,4,"Logistic Regression on Donation, Suspicion, and Displayed Identity",UNKNOWN,<0.01,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,4,"Logistic Regression on Donation, Suspicion, and Displayed Identity",UNKNOWN,<0.01,Interaction between Displayed Identity and Suspicion,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,5,"Three-way Interaction between Inquiry, Bot Identity, and Suspicion",UNKNOWN,<0.05,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,6,Logistic Regression on Reduced Dataset (Bot Displayed Identity and Inquiry),UNKNOWN,<0.05,,1.0,β,-0.52,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,7,t-test on Reduced Dataset (Personal Inquiry and Jessie (bot) Identity),UNKNOWN,<0.05,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,8,Regression Model on Partner Impression and Conversation Quality (Jessie (bot) Identity),UNKNOWN,<0.05,,1.0,β,0.18,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,9,Regression Model on Partner Impression and Conversation Quality (Perceived Identity),UNKNOWN,<0.001,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,9,Regression Model on Partner Impression and Conversation Quality (Perceived Identity),UNKNOWN,<0.001,Perceived Identity,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,10,Regression Model on Reduced Dataset (Jessie (bot) Identity on Partner Impression and Conversation Quality),UNKNOWN,<0.001,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,11,Logistic Regression on Reduced Dataset (Perceived Identity with Conversation Quality and Impression),UNKNOWN,<0.05,,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,11,Logistic Regression on Reduced Dataset (Perceived Identity with Conversation Quality and Impression),UNKNOWN,<0.05,Competent Impression,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,11,Logistic Regression on Reduced Dataset (Perceived Identity with Conversation Quality and Impression),UNKNOWN,<0.05,Natural Responses,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,11,Logistic Regression on Reduced Dataset (Perceived Identity with Conversation Quality and Impression),UNKNOWN,<0.05,Persuasiveness,1.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,12,Correlation Test,UNKNOWN,<0.01,,1.0,Correlation Coefficient,0.20,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,12,Correlation Test,UNKNOWN,<0.01,Competence,1.0,Correlation Coefficient,0.20,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,13,Correlation Test,UNKNOWN,UNKNOWN,,1.0,Correlation Coefficient,0.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,13,Correlation Test,UNKNOWN,UNKNOWN,Confidence,1.0,Correlation Coefficient,0.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,14,Correlation Test,UNKNOWN,<0.05,,1.0,Correlation Coefficient,0.17,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,14,Correlation Test,UNKNOWN,<0.05,Warmth,1.0,Correlation Coefficient,0.17,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,15,Correlation Test,UNKNOWN,UNKNOWN,,1.0,Correlation Coefficient,0.12,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,15,Correlation Test,UNKNOWN,UNKNOWN,Sincerity,1.0,Correlation Coefficient,0.12,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,16,Correlation Test,UNKNOWN,UNKNOWN,,1.0,Correlation Coefficient,0.03,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,16,Correlation Test,UNKNOWN,UNKNOWN,Engagement,1.0,Correlation Coefficient,0.03,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,17,Correlation Test,UNKNOWN,UNKNOWN,,1.0,Correlation Coefficient,0.13,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,17,Correlation Test,UNKNOWN,UNKNOWN,Naturalness,1.0,Correlation Coefficient,0.13,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,18,Correlation Test,UNKNOWN,UNKNOWN,,1.0,Correlation Coefficient,0.15,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,18,Correlation Test,UNKNOWN,UNKNOWN,Persuasiveness,1.0,Correlation Coefficient,0.15,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,19,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.60,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,19,Correlation Test,UNKNOWN,<0.001,Confidence,1.0,Correlation Coefficient,0.60,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,20,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.57,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,20,Correlation Test,UNKNOWN,<0.001,Warmth,1.0,Correlation Coefficient,0.57,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,21,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.57,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,21,Correlation Test,UNKNOWN,<0.001,Sincerity,1.0,Correlation Coefficient,0.57,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,22,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.38,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,22,Correlation Test,UNKNOWN,<0.001,Engagement,1.0,Correlation Coefficient,0.38,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,23,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.58,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,23,Correlation Test,UNKNOWN,<0.001,Naturalness,1.0,Correlation Coefficient,0.58,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,24,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.51,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,24,Correlation Test,UNKNOWN,<0.001,Persuasiveness,1.0,Correlation Coefficient,0.51,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,25,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.51,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,25,Correlation Test,UNKNOWN,<0.001,Warmth,1.0,Correlation Coefficient,0.51,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,26,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.54,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,26,Correlation Test,UNKNOWN,<0.001,Sincerity,1.0,Correlation Coefficient,0.54,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,27,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.23,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,27,Correlation Test,UNKNOWN,<0.001,Engagement,1.0,Correlation Coefficient,0.23,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,28,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.34,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,28,Correlation Test,UNKNOWN,<0.001,Naturalness,1.0,Correlation Coefficient,0.34,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,29,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.35,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,29,Correlation Test,UNKNOWN,<0.001,Persuasiveness,1.0,Correlation Coefficient,0.35,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,30,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.76,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,30,Correlation Test,UNKNOWN,<0.001,Sincerity,1.0,Correlation Coefficient,0.76,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,31,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.25,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,31,Correlation Test,UNKNOWN,<0.001,Engagement,1.0,Correlation Coefficient,0.25,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,32,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.48,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,32,Correlation Test,UNKNOWN,<0.001,Naturalness,1.0,Correlation Coefficient,0.48,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,33,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.42,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,33,Correlation Test,UNKNOWN,<0.001,Persuasiveness,1.0,Correlation Coefficient,0.42,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,34,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.27,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,34,Correlation Test,UNKNOWN,<0.001,Engagement,1.0,Correlation Coefficient,0.27,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,35,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.50,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,35,Correlation Test,UNKNOWN,<0.001,Naturalness,1.0,Correlation Coefficient,0.50,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,36,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.43,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,36,Correlation Test,UNKNOWN,<0.001,Persuasiveness,1.0,Correlation Coefficient,0.43,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,37,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.40,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,37,Correlation Test,UNKNOWN,<0.001,Naturalness,1.0,Correlation Coefficient,0.40,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,38,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.36,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,38,Correlation Test,UNKNOWN,<0.001,Persuasiveness,1.0,Correlation Coefficient,0.36,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,39,Correlation Test,UNKNOWN,<0.001,,1.0,Correlation Coefficient,0.55,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376843,user studies;human-centered computing;computing methodologies,39,Correlation Test,UNKNOWN,<0.001,Persuasiveness,1.0,Correlation Coefficient,0.55,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376803,virtual reality;human-centered computing,1,Wilcoxon Signed-rank test,20,0.023,,1.0,r,0.11,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376803,virtual reality;human-centered computing,1,Wilcoxon Signed-rank test,20,0.023,Swarm (City),1.0,r,0.11,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376803,virtual reality;human-centered computing,2,Wilcoxon Signed-rank test,20,<0.001,,1.0,r,0.21,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
