doi,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,test_name_correct,ES_correct,ES_name_correct,p_vals_correct,Ns_correct,Cis.correct,fully_correct,added_info,added_undectably_wrong_info,missing,double.reported,format_error,problem_reason,done
10.1145/3544548.3581087,6,repeated-measures,6,,,1,Cohen's d,0.41,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581087,7,repeated-measures,12,,,1,Cohen's d,0.1,,,,1,1,,,1,,1,,,,,,,done
10.1145/3544548.3581087,8,repeated-measures,12,,,1,Cohen's d,0.08,,,,1,1,,,1,,1,,,,,,,done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,,,1,R^2,.15,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,,,2,Incremental R^2,.12,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,,,3,Total R^2,.27,,,,0.5,1,1,,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,-.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,>.05,Gender,1,standardized beta coefficient,.09,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,<.05,Age,1,standardized beta coefficient,.14,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,<.001,Power Use,1,standardized beta coefficient,.33,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,<.001,Interactivity,1,standardized beta coefficient,-.40,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,>.05,Customization,1,standardized beta coefficient,-.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,1,hierarchical linear regression analysis,211,<.05,Navigability,1,standardized beta coefficient,.23,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,,,1,R^2,.10,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,,,2,Incremental R^2,.13,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,,,3,Total R^2,.22,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,>.05,Year of membership,1, standardized beta coefficient,-.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,>.05,Gender,1, standardized beta coefficient,.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,>.05,Age,1, standardized beta coefficient,.05,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,<.001,Power Use,1, standardized beta coefficient,.30,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,<.001,Interactivity,1, standardized beta coefficient,-.40,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,>.05,Customization,1, standardized beta coefficient,-.14,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,2,hierarchical linear regression analysis,211,<.001,Navigability,1, standardized beta coefficient,.33,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,,,1,R^2,.16,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,,,2,Incremental R^2,.16,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,,,3,Total R^2,.32,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,.04,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,>.05,Gender,1,standardized beta coefficient,.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,>.05,Age,1,standardized beta coefficient,-.09,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,<.001,Power Use,1,standardized beta coefficient,.38,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,<.001,Interactivity,1,standardized beta coefficient,.32,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,>.05,Customization,1,standardized beta coefficient,.16,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,3,hierarchical linear regression analysis,211,>.05,Navigability,1,standardized beta coefficient,-.04,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,,,1,R^2,.21,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,,,2,Incremental R^2,.12,,,,0.5,1,1,,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,,,3,Total R^2,.33,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,.02,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,>.05,Gender,1,standardized beta coefficient,.08,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,>.05,Age,1,standardized beta coefficient,.08,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,<.001,Power Use,1,standardized beta coefficient,.43,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,<.05,Interactivity,1,standardized beta coefficient,.19,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,>.05,Customization,1,standardized beta coefficient,-.06,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,4,hierarchical linear regression analysis,211,<.01,Navigability,1,standardized beta coefficient,.29,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,,,1,R^2,.23,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,,,2,Incremental R^2,.08,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,,,3,Total R^2,.30,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,.06,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,>.05,Gender,1,standardized beta coefficient,.09,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,>.05,Age,1,standardized beta coefficient,.10,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,<.001,Power Use,1,standardized beta coefficient,.44,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,>.05,Interactivity,1,standardized beta coefficient,.08,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,>.05,Customization,1,standardized beta coefficient,.02,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,5,hierarchical linear regression analysis,211,<.01,Navigability,1,standardized beta coefficient,.24,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,,,1,R^2,.04,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,,,2,Incremental R^2,.41,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,,,3,Total R^2,.46,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,.04,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,>.05,Gender,1,standardized beta coefficient,-.07,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,<.05,Age,1,standardized beta coefficient,-.15,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,<.05,Power Use,1,standardized beta coefficient,.15,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,<.001,Interactivity,1,standardized beta coefficient,.61,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,<.05,Customization,1,standardized beta coefficient,.20,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,6,hierarchical linear regression analysis,211,<.05,Navigability,1,standardized beta coefficient,-.17,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,,,1,R^2,.05,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,,,2,Incremental R^2,.35,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,,,3,Total R^2,.40,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,.06,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,>.05,Gender,1,standardized beta coefficient,-.11,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,<.01,Age,1,standardized beta coefficient,-.19,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,>.05,Power Use,1,standardized beta coefficient,-.06,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,<.001,Interactivity,1,standardized beta coefficient,.63,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,>.05,Customization,1,standardized beta coefficient,.05,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,7,hierarchical linear regression analysis,211,>.05,Navigability,1,standardized beta coefficient,-.12,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,,,1,R^2,.23,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,,,2,Incremental R^2,.10,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,,,3,Total R^2,.33,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,>.05,Gender,1,standardized beta coefficient,-.04,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,<.05,Age,1,standardized beta coefficient,.14,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,<.001,Power Use,1,standardized beta coefficient,.46,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,<.01,Interactivity,1,standardized beta coefficient,.20,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,>.05,Customization,1,standardized beta coefficient,.12,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,8,hierarchical linear regression analysis,211,>.05,Navigability,1,standardized beta coefficient,.07,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,,,1,R^2,.13,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,,,2,Incremental R^2,.20,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,,,3,Total R^2,.33,,,,0.5,1,1,,1,,1,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,>.05,Year of membership,1,standardized beta coefficient,.10,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,<.05,Gender,1,standardized beta coefficient,-.15,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,>.05,Age,1,standardized beta coefficient,-.02,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,<.001,Power Use,1,standardized beta coefficient,.35,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,<.001,Interactivity,1,standardized beta coefficient,.45,,,,0.5,1,1,< missing,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,>.05,Customization,1,standardized beta coefficient,.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,9,hierarchical linear regression analysis,211,>.05,Navigability,1,standardized beta coefficient,-.03,,,,0.5,1,1,unknown,1,,,,,,,,different division of regressions (can also be interpreted differently),done
10.1145/3544548.3581200,10,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,10,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,.01,0.05,-0.03, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,10,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.03,0.1,-0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,10,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,-.01,0.07,-0.09,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,11,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,11,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,-.02,0.04,-0.08, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,11,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,-.04,0.02,-0.1,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,11,mediation analysis,211,significant,Relatedness,1,standardized beta coefficient,.13,0.23,0.04,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,12,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,12,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,-.001,0.02,-0.02, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,12,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,-.01,0.01,-0.05,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,12,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,.06,0.15,-0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,13,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,13,mediation analysis,211,significant,Autonomy,1,standardized beta coefficient,.05,0.12,0.01, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,13,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.03,0.1,-0.01,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,13,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,-.01,0.04,-0.06,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,14,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,14,mediation analysis,211,significant,Autonomy,1,standardized beta coefficient,-.09,-0.03,-0.17, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,14,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.04 (negative),0.02,-0.11,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,14,mediation analysis,211,significant,Relatedness,1,standardized beta coefficient,.08,0.16,0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,15,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,15,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,-.01,0.04,-0.05, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,15,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,-.01,0.01,-0.06,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,15,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,.04,0.1,-0.01,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,16,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,16,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,-.04,3,-0.11, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,16,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,-.04,0.01,-0.11,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,16,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,-.01,0.03,-0.04,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,17,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,17,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,.07,0.15,-4, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,17,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.04,0.12,-0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,17,mediation analysis,211,significant,Relatedness,1,standardized beta coefficient,.06,0.12,0.01,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,18,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,18,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,.01,0.06,-0.02, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,18,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.02,0.06,-0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,18,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,.03,0.07,-0.01,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,19,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,19,mediation analysis,211,significant,Autonomy,1,standardized beta coefficient,-.10,-0.02,-0.21, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,19,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,-.03,0.03,-0.09,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,19,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,-.001,0.01,-0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,20,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,20,mediation analysis,211,significant,Autonomy,1,standardized beta coefficient,.17,0.27,0.08, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,20,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.04,0.11,-0.03,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,20,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,.01,0.05,-0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,21,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,21,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,.01,0.11,-0.06, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,21,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.01,0.05,-0.02,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,21,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,.01,0.03,-0.01,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,22,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,22,mediation analysis,211,not significant,Autonomy,1,standardized beta coefficient,-.03,0.02,-0.09, 95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,22,mediation analysis,211,not significant,Competence,1,standardized beta coefficient,.01,0.06,-0.05,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,22,mediation analysis,211,not significant,Relatedness,1,standardized beta coefficient,-.01,0.04,-0.07,95% bias-corrected,1,1,0,,1,,1,,,,,,"indirect effect is correct, but not a good name for actual measure",done
10.1145/3544548.3581200,23,mediation analysis,211,,,1,,,,,,,,,,,,,copied factor autonomy,,1,,,"indirect effect is correct, but not a good name for actual measure",done
